first_name,last_name,company_name,address,city,county,postal,phone1,phone2,email,web,full_name,email_domain,city_lenght,is_gmail
Edgar,Kanne,"Crowan, Kenneth W Esq",99 Guthrie St,New Milton,Hampshire,BH25 5DF,01326532337,01666638176,edgar.kanne@yahoo.com,http://www.crowankennethwesq.co.uk,EdgarKanne,yahoo.com,10,False
Dewitt,Julio,Rittenhouse Motor Co,7 Richmond St,Parkham,Devon,EX39 5DJ,01253528327,01241964675,dewitt.julio@hotmail.com,http://www.rittenhousemotorco.co.uk,DewittJulio,hotmail.com,7,False
Charisse,Spinello,Modern Plastics Corp,9165 Primrose St,Darnall Ward,"Yorkshire, South",S4 7WN,01719831436,01207428520,charisse_spinello@spinello.co.uk,http://www.modernplasticscorp.co.uk,CharisseSpinello,spinello.co.uk,12,False
Mee,Lapinski,Galloway Electric Co Inc,9 Pengwern St,Marldon,Devon,TQ3 1SA,01578287816,01939815208,mee.lapinski@yahoo.com,http://www.gallowayelectriccoinc.co.uk,MeeLapinski,yahoo.com,7,False
Peter,Gutierres,Niagara Custombuilt Mfg Co,4410 Tarlton St,Prestatyn Community,Denbighshire,LL19 9EG,01842767201,01859648598,peter_gutierres@yahoo.com,http://www.niagaracustombuiltmfgco.co.uk,PeterGutierres,yahoo.com,19,False
Octavio,Salvadore,Practical Periphrals,6949 Bourne St,Lye and Stourbridge North Ward,West Midlands,DY5 2QP,01552709248,01743139456,octavio.salvadore@yahoo.com,http://www.practicalperiphrals.co.uk,OctavioSalvadore,yahoo.com,30,False
Martha,Teplica,"Curtin, Patricia M Esq",148 Rembrandt St,Warlingham,Surrey,CR6 9SW,01677684257,01583287367,mteplica@teplica.co.uk,http://www.curtinpatriciamesq.co.uk,MarthaTeplica,teplica.co.uk,10,False
Tamesha,Veigel,"Wilhelm, James E Jr",2200 Nelson St #58,Newport,Isle of Wight,PO30 5AL,01217342071,01280786847,tveigel@veigel.co.uk,http://www.wilhelmjamesejr.co.uk,TameshaVeigel,veigel.co.uk,7,False
Tess,Sitra,Smart Signs,61 Rossett St,Chichester,West Sussex,PO19 1RH,01473229124,01848116775,tess_sitra@hotmail.com,http://www.smartsigns.co.uk,TessSitra,hotmail.com,10,False
Leonard,Kufner,Arctic Star Distributing Inc,41 Canning St,Steornabhagh a Deas Ward,Western Isles,HS1 2PZ,01230623547,01604718601,lkufner@kufner.co.uk,http://www.arcticstardistributinginc.co.uk,LeonardKufner,kufner.co.uk,24,False
Svetlana,Tauras,"Lensbower, Gregory L Esq",8289 Cadogan St,South Ward,North Eart Lincolnshire,DN33 1AU,01781827317,01509121140,svetlana_tauras@tauras.co.uk,http://www.lensbowergregorylesq.co.uk,SvetlanaTauras,tauras.co.uk,10,False
Pok,Molaison,Portal Metal Products,211 Hobart St,Newquay,Cornwall,TR7 1LS,01866248660,01315284286,pok@yahoo.com,http://www.portalmetalproducts.co.uk,PokMolaison,yahoo.com,7,False
Augustine,Growcock,"Lynema, Cliff Cpa",114 Falkland St #8845,Brimpton,Berkshire,RG7 4RF,01541802635,01926108010,augustine.growcock@growcock.co.uk,http://www.lynemacliffcpa.co.uk,AugustineGrowcock,growcock.co.uk,8,False
Karma,Quarto,J C S Machinery,1 Birkett St,Shard End Ward,West Midlands,B33 0NH,01857864722,01307667811,kquarto@gmail.com,http://www.jcsmachinery.co.uk,KarmaQuarto,gmail.com,14,True
Reed,Weisinger,"Berick, Joseph G Esq",5147 Blackstone St,Letchworth South West Ward,Hertfordshire,SG6 3LE,01243678286,01292297245,reed_weisinger@yahoo.com,http://www.berickjosephgesq.co.uk,ReedWeisinger,yahoo.com,26,False
German,Zelaya,Jackson & Heit Machine Co Inc,7 Shenstone St,Longhill Ward,"Yorkshire, East (North Humbers",HU8 9PZ,01400269033,01366210656,german@hotmail.com,http://www.jacksonheitmachinecoinc.co.uk,GermanZelaya,hotmail.com,13,False
Milly,Savidge,Bridgeway Plan For Health,129 Alexander Pope St,Franche Ward,Hereford and Worcester,DY11 9BW,01702725589,01421132652,milly@gmail.com,http://www.bridgewayplanforhealth.co.uk,MillySavidge,gmail.com,12,True
Luis,Ear,Wa Inst For Plcy Studies,2 Birchfield Rd,Whittington,Shropshire,SY11 4PH,01462648669,01405648623,luis@hotmail.com,http://www.wainstforplcystudies.co.uk,LuisEar,hotmail.com,11,False
Ciara,Cobbley,Wmgl 101.7 Fm,7523 Kempton Rd,Cockerton West Ward,Darlington,DL3 0JF,01235647932,01809443217,ciara_cobbley@hotmail.com,http://www.wmglfm.co.uk,CiaraCobbley,hotmail.com,19,False
Alethea,Mould,"Hughlett, Henry T Jr",6305 Elstow St,Castle Ward,West Sussex,BN12 6PR,01662114247,01351868965,alethea@hotmail.com,http://www.hughletthenrytjr.co.uk,AletheaMould,hotmail.com,11,False
Margurite,Loperfido,Penrose Place Pharmacy Inc,218 Greenbank Drive,Devizes,Wiltshire,SN10 3DU,01407866759,01640661191,mloperfido@gmail.com,http://www.penroseplacepharmacyinc.co.uk,MarguriteLoperfido,gmail.com,7,True
Vernice,Sperazza,"Novak, Alan Paul Esq",8921 Forge St,Colnbrook with Poyle,Buckinghamshire,SL3 0PY,01822563044,01765519419,vernice@yahoo.com,http://www.novakalanpaulesq.co.uk,VerniceSperazza,yahoo.com,20,False
Vicente,Rawicki,B & S Tool And Cutter Svc Inc,3060 St Ambrose Grove #261,Aldridge Central and South War,West Midlands,WS9 8UR,01327770774,01286258121,vicente_rawicki@hotmail.com,http://www.bstoolandcuttersvcinc.co.uk,VicenteRawicki,hotmail.com,30,False
Craig,Cua,"Berry, John M Esq",8388 Bessemer St #5,East Putney Ward,Greater London,SW15 2RP,01483418969,01818980469,craig@hotmail.com,http://www.berryjohnmesq.co.uk,CraigCua,hotmail.com,16,False
Jenise,Dulle,"Alden, Michael H Esq",87 Pownall Sq,Sawston,Cambridgeshire,CB22 3BB,01709854691,01572193368,jenise.dulle@hotmail.com,http://www.aldenmichaelhesq.co.uk,JeniseDulle,hotmail.com,7,False
Marylin,Cornelison,Ernest E Heuer & Company Pc,39 Wye St,Wakefield North Ward,West Yorkshire,WF1 1DR,01609882184,01295331807,marylin_cornelison@yahoo.com,http://www.ernesteheuercompanypc.co.uk,MarylinCornelison,yahoo.com,20,False
Marget,Gunst,"Frankel, Stephen",2732 Bostock St #1,St. Enoder,Cornwall,TR9 6NJ,01693310794,01512975244,mgunst@yahoo.com,http://www.frankelstephen.co.uk,MargetGunst,yahoo.com,10,False
Annett,Bunselmeyer,Guynes Design Inc,5562 Fairfield St #847,Ryde,Isle of Wight,PO33 1HH,01891702579,01333972244,abunselmeyer@hotmail.com,http://www.guynesdesigninc.co.uk,AnnettBunselmeyer,hotmail.com,4,False
Kip,Turziano,General Appraisal Co,37 Meadow St,Laindon Park Ward,Essex,SS15 6LE,01850347846,01222164469,kip.turziano@yahoo.com,http://www.generalappraisalco.co.uk,KipTurziano,yahoo.com,17,False
Melina,Orizabal,Sheraton Inn Ocean Front,3 Nevison St,Lymington and Pennington,Hampshire,SO41 1DL,01420307327,01245559333,melina@gmail.com,http://www.sheratoninnoceanfront.co.uk,MelinaOrizabal,gmail.com,24,True
Tina,Clapham,Cooper Myers Y Co,5662 William Moult St,Aylesbury,Buckinghamshire,HP21 8PP,01567296442,01493245349,tclapham@gmail.com,http://www.coopermyersyco.co.uk,TinaClapham,gmail.com,9,True
Luisa,Devereux,Cash 4 Checks,3 North View #35,Burmantofts and Richmond Hill,West Yorkshire,LS9 7JH,01607269930,01334807355,ldevereux@gmail.com,http://www.cashchecks.co.uk,LuisaDevereux,gmail.com,29,True
Pedro,Aschoff,Charlotte Chamber,135 Opie St,Howard Town Ward,Derbyshire,SK13 8BB,01386981141,01823517315,paschoff@yahoo.com,http://www.charlottechamber.co.uk,PedroAschoff,yahoo.com,16,False
Carrol,Kunimitsu,Kisc 98 Kiss Fm,1 Askew St,Farnham,Surrey,GU9 9AS,01260641258,01415364461,carrol_kunimitsu@yahoo.com,http://www.kisckissfm.co.uk,CarrolKunimitsu,yahoo.com,7,False
Alba,Mosseri,"Schwartzbard, Gail L Esq",4 Burnall St,Beeston West Ward,Nottinghamshire,NG9 1AE,01543198690,01231806535,alba@gmail.com,http://www.schwartzbardgaillesq.co.uk,AlbaMosseri,gmail.com,17,True
Domonique,Sandlin,Marketing Horizons Inc,95 Denton St,Wollaton West Ward,Nottinghamshire,NG8 2NB,01355500797,01987728730,domonique@hotmail.com,http://www.marketinghorizonsinc.co.uk,DomoniqueSandlin,hotmail.com,18,False
Rory,Neufville,"Brady, Brad J Esq",5 Chadwick St #7,Llangeler Community,Ceredigion,SA44 5HF,01252621329,01442700486,rory_neufville@neufville.co.uk,http://www.bradybradjesq.co.uk,RoryNeufville,neufville.co.uk,19,False
Dustin,Klingaman,Welders Supply,67 Micawber St,Brockley Ward,Greater London,SE14 6RQ,01712135466,01523775781,dklingaman@gmail.com,http://www.welderssupply.co.uk,DustinKlingaman,gmail.com,13,True
Lyndia,Moonshower,Bomarko Inc,43 Williamson St #7995,Meads Ward,East Sussex,BN20 7HB,01469300335,01789132579,lyndia_moonshower@moonshower.co.uk,http://www.bomarkoinc.co.uk,LyndiaMoonshower,moonshower.co.uk,10,False
Jules,Hiltner,"Benitez, Brigida Esq",5 Howe St,"Broxburn, Uphall and Winchburg",West Lothian,EH52 6NF,01428343825,01814878359,jules@yahoo.com,http://www.benitezbrigidaesq.co.uk,JulesHiltner,yahoo.com,30,False
Dong,Kopczynski,Kennedy Scales Inc,7 Cheapside #9,St. Ive,Cornwall,PL14 5PA,01770129032,01639518104,dkopczynski@kopczynski.co.uk,http://www.kennedyscalesinc.co.uk,DongKopczynski,kopczynski.co.uk,7,False
Justine,Salta,Barajas & Bustamante Archl,85 Bridgewater St,Shard End Ward,West Midlands,B34 7BP,01689253476,01376851958,justine_salta@yahoo.com,http://www.barajasbustamantearchl.co.uk,JustineSalta,yahoo.com,14,False
Chantay,Kamens,Brewster Wallcoverings Co,763 Parkfield Rd,Norton Canes,Staffordshire,WS11 9RH,01823383806,01245146126,ckamens@hotmail.com,http://www.brewsterwallcoveringsco.co.uk,ChantayKamens,hotmail.com,12,False
Tequila,Chisum,Bohs Well Drilling Inc,662 Grove Park,Bulwell Ward,Nottinghamshire,NG6 8RG,01835634521,01702946496,tequila.chisum@chisum.co.uk,http://www.bohswelldrillinginc.co.uk,TequilaChisum,chisum.co.uk,12,False
Maybelle,Consolazio,"Gavin, Lee W Esq",5410 Lawton St,Treorchy Community,Rhondda Cynon Taff,CF42 6PL,01383647035,01351200904,mconsolazio@yahoo.com,http://www.gavinleewesq.co.uk,MaybelleConsolazio,yahoo.com,18,False
Margarett,Bairo,"Reid, Carleton B Esq",3 August Rd,Maybury and Sheerwater Ward,Surrey,GU21 5QL,01670813697,01903424890,margarett@gmail.com,http://www.reidcarletonbesq.co.uk,MargarettBairo,gmail.com,27,True
Janessa,Noonon,"Canterbury, Christopher C",476 Starkie St,Westgate Ward,Gloucestershire,GL1 1QW,01472324699,01841979075,jnoonon@yahoo.com,http://www.canterburychristopherc.co.uk,JanessaNoonon,yahoo.com,13,False
Sol,Cowser,Omni Mandalay,6448 Tillard St,Conisbrough and Denaby Ward,South Yorkshire,DN12 4JF,01412528394,01580134516,sol@gmail.com,http://www.omnimandalay.co.uk,SolCowser,gmail.com,27,True
Louann,Smethers,Lba Savings Bank,3055 Creswick St,Newbold and Brownsover Ward,Warwickshire,CV21 1LN,01670234959,01488872531,louann@gmail.com,http://www.lbasavingsbank.co.uk,LouannSmethers,gmail.com,27,True
Lindsay,Yadao,"Lutz, Christopher T Esq",7 Jolliffe St,Middlewich,Cheshire,CW10 9GB,01947566661,01481295251,lindsay_yadao@yadao.co.uk,http://www.lutzchristophertesq.co.uk,LindsayYadao,yadao.co.uk,10,False
Malika,Hanton,Association Of Art Museum Dir,1175 Greig St,St. Marys Ward,Greater Manchester,M25 0ZN,01532497454,01705208145,malika@gmail.com,http://www.associationofartmuseumdir.co.uk,MalikaHanton,gmail.com,14,True
Stefany,Ferenz,L & L Sales Co Inc,636 Portland Place,Gresham Ward,Middlesbrough,TS1 4RG,01743977277,01704986828,stefany@hotmail.com,http://www.llsalescoinc.co.uk,StefanyFerenz,hotmail.com,12,False
Abraham,Cratch,"Cavuto, John A",41 Benedict St,Aldborough Ward,Greater London,IG2 7QG,01599245408,01695305111,acratch@gmail.com,http://www.cavutojohna.co.uk,AbrahamCratch,gmail.com,15,True
Giuseppe,Rohaley,Pacific Coast Packaging,62 Margaret St,Royal Hospital Ward,Greater London,SW3 4ND,01345400452,01866845669,giuseppe@yahoo.com,http://www.pacificcoastpackaging.co.uk,GiuseppeRohaley,yahoo.com,19,False
Kiera,Bassil,Storm Eye Institute,5152 Sophia St,Woodstock Ward,South Gloucestershire,BS15 8DS,01655519837,01783446052,kbassil@bassil.co.uk,http://www.stormeyeinstitute.co.uk,KieraBassil,bassil.co.uk,14,False
Wendell,Rubano,Automation Engrg & Mfg Inc,1 Back Canning St,Dunblane and Bridge of Allan W,Stirling,FK9 4LD,01837530939,01752386691,wendell_rubano@hotmail.com,http://www.automationengrgmfginc.co.uk,WendellRubano,hotmail.com,30,False
Stevie,Stifflemire,Packaging Corp Of America,9 Gradwell St,Kempshott Ward,Hampshire,RG22 5HA,01262808399,01411169215,stevie_stifflemire@stifflemire.co.uk,http://www.packagingcorpofamerica.co.uk,StevieStifflemire,stifflemire.co.uk,14,False
Yun,Paletta,"Goe, Douglas E Esq",9205 Upper Hill St,City and Hunslet Ward,West Yorkshire,LS1 5QE,01350332706,01374255198,yun_paletta@paletta.co.uk,http://www.goedouglaseesq.co.uk,YunPaletta,paletta.co.uk,21,False
Brittani,Thurm,Burgess Steel Products Corp,9 Horatio St,Ruckinge,Kent,TN26 2PN,01686306597,01970890023,bthurm@yahoo.com,http://www.burgesssteelproductscorp.co.uk,BrittaniThurm,yahoo.com,8,False
Billy,Venus,Tipton & Hurst,61 Miriam St,Abbey Road Ward,Greater London,NW8 9BD,01537356648,01703435212,billy.venus@yahoo.com,http://www.tiptonhurst.co.uk,BillyVenus,yahoo.com,15,False
Brynn,Elkan,A O Hardee & Son Inc,67 Pulford St,Prittlewell Ward,Essex,SS2 6NL,01388416867,01345625433,brynn@yahoo.com,http://www.aohardeesoninc.co.uk,BrynnElkan,yahoo.com,16,False
Elroy,Piehler,"Jonson, Geo D Esq",821 Pembroke Place,Kirkby Stephen,Cumbria,CA17 4RZ,01589654152,01586387018,epiehler@piehler.co.uk,http://www.jonsongeodesq.co.uk,ElroyPiehler,piehler.co.uk,14,False
Anisha,Shulick,Dale Yoder Clu Life Hlth & Bus,3 Alder St,Eaton Park Ward,Stoke-on-Trent,ST2 9AW,01780704167,01268233798,ashulick@yahoo.com,http://www.daleyoderclulifehlthbus.co.uk,AnishaShulick,yahoo.com,15,False
Bettina,Kham,Council Of Cmnty Blood Ctrs,80 Morecambe St,Bishop Auckland,County Durham,DL14 6NG,01355192668,01340622388,bettina.kham@kham.co.uk,http://www.councilofcmntybloodctrs.co.uk,BettinaKham,kham.co.uk,15,False
Velda,Mancilla,"Tremont, Michael A Esq",7866 Renshaw St #283,Falmouth,Cornwall,TR11 4QQ,01823526645,01368456268,velda_mancilla@mancilla.co.uk,http://www.tremontmichaelaesq.co.uk,VeldaMancilla,mancilla.co.uk,8,False
Marta,Brace,"Trautman, Eileen Esq",658 Lake St,Malmesbury,Wiltshire,SN16 0XZ,01777469402,01631454193,marta.brace@brace.co.uk,http://www.trautmaneileenesq.co.uk,MartaBrace,brace.co.uk,10,False
Juan,Vanwyhe,Office Service Co,5382 Redfern St,West End Ward,Greater London,W1J 0QH,01961642757,01728150282,juan_vanwyhe@gmail.com,http://www.officeserviceco.co.uk,JuanVanwyhe,gmail.com,13,True
Lelia,Filion,Alphabetland Pre School Center,45 Bidder St #38,Town Ward,Greater London,EN1 3HT,01367136951,01322715065,lelia.filion@filion.co.uk,http://www.alphabetlandpreschoolcenter.co.uk,LeliaFilion,filion.co.uk,9,False
Una,Frankel,Shamrock Food Service,6766 Britton St #379,Crompton Ward,Greater Manchester,BL1 3EX,01912749219,01308356704,ufrankel@hotmail.com,http://www.shamrockfoodservice.co.uk,UnaFrankel,hotmail.com,13,False
Eva,Joulwan,Central Hrdwr & Elec Corp,7 Lear Rd,Stroud,Hampshire,GU32 3PQ,01779720349,01961802899,eva.joulwan@gmail.com,http://www.centralhrdwreleccorp.co.uk,EvaJoulwan,gmail.com,6,True
Mammie,Dormanen,Matt Parrott & Sons Co,2577 Toxteth St #5,Overton Ward,Lancashire,BB6 7UN,01527579687,01439184366,mammie_dormanen@hotmail.com,http://www.mattparrottsonsco.co.uk,MammieDormanen,hotmail.com,12,False
Jeannetta,Coolidge,Tiny Tots Originals Div,761 Cockerell St #1,Midway Ward,Derbyshire,DE11 0HE,01927790069,01440276155,jeannetta_coolidge@gmail.com,http://www.tinytotsoriginalsdiv.co.uk,JeannettaCoolidge,gmail.com,11,True
Elbert,Drawe,"Lovitch, Alan F",9 Cypress St,Washington East Ward,Tyne and Wear,NE38 9AQ,01753784273,01496526674,edrawe@drawe.co.uk,http://www.lovitchalanf.co.uk,ElbertDrawe,drawe.co.uk,20,False
Lenny,Gazzola,Wise Industries,6 Romilly St,Walkergate Ward,Tyne and Wear,NE6 4YH,01312233253,01342706893,lenny.gazzola@yahoo.com,http://www.wiseindustries.co.uk,LennyGazzola,yahoo.com,15,False
Mira,Alpheaus,East County Process,51 St Anne St #12,Stratfield Mortimer,Berkshire,RG7 3RA,01241273991,01381836777,mira.alpheaus@yahoo.com,http://www.eastcountyprocess.co.uk,MiraAlpheaus,yahoo.com,19,False
Cathern,Ungar,Agopgee Enterprises Inc,823 Idris St,Selston,Nottinghamshire,NG16 5LG,01898134749,01266671305,cathern.ungar@ungar.co.uk,http://www.agopgeeenterprisesinc.co.uk,CathernUngar,ungar.co.uk,7,False
Malcom,Fleckles,L Winik & Associates Inc,8764 Nickleby St #877,Govan Ward,Glasgow City,G51 1BQ,01478110943,01937120539,malcom.fleckles@gmail.com,http://www.lwinikassociatesinc.co.uk,MalcomFleckles,gmail.com,10,True
Monroe,Damato,"Rosati, Marc D Esq",5344 Bengel St #5,Millwall Ward,Greater London,E14 5DR,01402733903,01440164945,mdamato@damato.co.uk,http://www.rosatimarcdesq.co.uk,MonroeDamato,damato.co.uk,13,False
Leota,Fletchen,Rust Evader Corp,8880 Great Howard St #7750,Sefton,Merseyside,L29 7WD,01358446391,01414780251,lfletchen@gmail.com,http://www.rustevadercorp.co.uk,LeotaFletchen,gmail.com,6,True
Berry,Gutoski,Budget Annex,9 Oakleigh,Lancing,West Sussex,BN15 9BN,01448211489,01929400879,berry@gmail.com,http://www.budgetannex.co.uk,BerryGutoski,gmail.com,7,True
Meghan,Riherd,Kiqo Pure Gold Oldies 104 Fm,83 Denbigh St Bootle,St. Gluvias,Cornwall,TR3 7AZ,01462474800,01650129106,meghan@riherd.co.uk,http://www.kiqopuregoldoldiesfm.co.uk,MeghanRiherd,riherd.co.uk,11,False
Mike,Torner,Segall Majestic Inc,30 Aughton St,Hilton,Aberdeenshire,AB24 2RR,01240600327,01408918612,mike_torner@torner.co.uk,http://www.segallmajesticinc.co.uk,MikeTorner,torner.co.uk,6,False
Elsa,Delisle,Taos Valley Resort Assn,260 Saxon St,Brooklands Ward,Greater Manchester,M33 4BP,01537525550,01204471598,elsa_delisle@gmail.com,http://www.taosvalleyresortassn.co.uk,ElsaDelisle,gmail.com,15,True
Linwood,Rosenlof,Exhibit Crafts Inc,3 Pyramid St,Eccleston Ward,Merseyside,WA10 3BW,01546942059,01244769346,linwood.rosenlof@yahoo.com,http://www.exhibitcraftsinc.co.uk,LinwoodRosenlof,yahoo.com,14,False
Latosha,Alexy,"Laitinen, Stephen B Esq",37 Langham St #948,St. Georges Hill Ward,Surrey,KT13 0AZ,01704508066,01662268374,latosha@yahoo.com,http://www.laitinenstephenbesq.co.uk,LatoshaAlexy,yahoo.com,21,False
Alexia,Meenan,Herr Foods Inc,94 Villars St,Launcells,Cornwall,EX23 9LG,01560328739,01270931388,alexia.meenan@meenan.co.uk,http://www.herrfoodsinc.co.uk,AlexiaMeenan,meenan.co.uk,9,False
Graham,Stanwick,Tiburon Pen Chmbr Commrce Inc,73 Hawkstone St,Renfrew South & Gallowhill War,Dunbartonshire,G52 4YG,01860191930,01409786106,gstanwick@gmail.com,http://www.tiburonpenchmbrcommrceinc.co.uk,GrahamStanwick,gmail.com,30,True
Elinore,Fulda,Agri Business Insurance Agency,123 Sussex St,Astley Bridge Ward,Greater Manchester,BL1 6PY,01457837447,01403864306,elinore.fulda@fulda.co.uk,http://www.agribusinessinsuranceagency.co.uk,ElinoreFulda,fulda.co.uk,18,False
Lisbeth,Creecy,"Gerstenfeld, Gerald F Esq",484 Barry St,Shiney Row Ward,County Durham,DH4 7RG,01931620849,01825623398,lcreecy@gmail.com,http://www.gerstenfeldgeraldfesq.co.uk,LisbethCreecy,gmail.com,15,True
Eloisa,Faurote,"Mcdonald, Michael J Esq",7033 Micawber St,Bintree,Norfolk,NR20 5NQ,01337695353,01747999761,eloisa.faurote@hotmail.com,http://www.mcdonaldmichaeljesq.co.uk,EloisaFaurote,hotmail.com,7,False
Shawana,Cantua,Best Western Riverview Inn,33 Vipond St,Woodhall Farm Ward,Hertfordshire,HP2 7JP,01413348876,01659621050,shawana@yahoo.com,http://www.bestwesternriverviewinn.co.uk,ShawanaCantua,yahoo.com,18,False
Alyssa,Ansbro,"Berg, Michael D Esq",85 Hero St,Stanhope,County Durham,DL13 2TZ,01632887825,01585967862,alyssa_ansbro@gmail.com,http://www.bergmichaeldesq.co.uk,AlyssaAnsbro,gmail.com,8,True
Kyoko,Mcmillian,Nature Conservancy,77 Reading St #8,North Tawton,Devon,EX20 2TR,01235173362,01371735347,kyoko_mcmillian@gmail.com,http://www.natureconservancy.co.uk,KyokoMcmillian,gmail.com,12,True
Terry,Gauthier,"Walker, Susan S Esq",274 Altcar Ave,Catterick,North Yorkshire,DL10 7NU,01555550015,01793749131,tgauthier@yahoo.com,http://www.walkersusansesq.co.uk,TerryGauthier,yahoo.com,9,False
Sena,Langenbach,Alternative Collection Svc Inc,38 Avondale Rd #79,Kilmersdon,Somerset,BA3 5SJ,01756678490,01836695245,sena.langenbach@hotmail.com,http://www.alternativecollectionsvcinc.co.uk,SenaLangenbach,hotmail.com,10,False
Cristen,Nesset,"Johnson, Matthew E Esq",4679 Curzon St,Central Ward,Lancashire,BB5 0SJ,01354864473,01994347546,cnesset@nesset.co.uk,http://www.johnsonmattheweesq.co.uk,CristenNesset,nesset.co.uk,12,False
Lashawn,Ker,"Thornsjo, Dale O Esq",13 Nelson Rd,Filwood Ward,Bristol,BS4 1HT,01676780022,01470187069,lashawn.ker@gmail.com,http://www.thornsjodaleoesq.co.uk,LashawnKer,gmail.com,12,True
Wade,Sovel,Manhattan Supply Co Deer Pk,2546 Hunter St,Central Buchan Ward,Aberdeenshire,AB53 6YD,01712978062,01317960371,wade@hotmail.com,http://www.manhattansupplycodeerpk.co.uk,WadeSovel,hotmail.com,19,False
Whitney,Tishler,Clifford Standifer & Mcdowell,77 Mason St #650,Smallbridge and Firgrove Ward,Greater Manchester,OL16 3AW,01224605237,01948891701,whitney@gmail.com,http://www.cliffordstandifermcdowell.co.uk,WhitneyTishler,gmail.com,29,True
Deja,Conatser,Universal Case Co,94 Wakefield St,Lavenham,Suffolk,CO10 9PU,01378234592,01879981256,deja.conatser@hotmail.com,http://www.universalcaseco.co.uk,DejaConatser,hotmail.com,8,False
Earnestine,Casper,A O J Mfg Corp,529 Stalmine Rd #3680,Saffron Walden,Essex,CB11 4DJ,01807346103,01260744622,earnestine_casper@hotmail.com,http://www.aojmfgcorp.co.uk,EarnestineCasper,hotmail.com,14,False
